document,line,claim_text,claim_text_sha256,metric,value,run_or_file,status,match_result,classification
docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,30,4. **Deterministic-but-downstream steady power.** `phase4_energy.py` measures a,a295c5331f8dd34a5178ed4477fa9f7330a80632ff767855b5bb6714a0bd64eb,quantitative statement or design constant,4,docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,33,   defect 1 — so its results are withdrawn with the rest.,c0d2d844d34c3b50045b33ce475b2e96ce73a7bf0183c2a22d6585b82663c140,quantitative statement or design constant,1,docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,34,5. **Policy-energy blind spot.** The deterministic per-decision `PolicyEnergyCost`,06847008f5a9cfcd4dffbbb3d27b884fb1ec6b63db9f1b357a9e052ba3417ed3,quantitative statement or design constant,5,docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,37,"   all cost 0, making the per-decision energy trace meaningless exactly where energy is",d0eb909fd82d3f17763648965b427764c4acbb1e91cce98b616e698292d8bc5b,quantitative statement or design constant,0,docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,39,"   (ineff 4, eff 1, spotlight 2, plugs/breaker/blinds 0, lamps 1) mirroring the KG's",c6a8656025873157af051b1199ebb692191ac24bef842103da6e0677c2fdd3ce,quantitative statement or design constant,4;1;2;0;1,docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,48,"**Reading rule:** until a document is rewritten with protocol-v2 results, every Phase 4",7f648004d7f8fb9ec67e80cff98a053a8ae9d84ed3691ed5135694c9cf891019,quantitative statement or design constant,4,docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,1,# Phase 4 correction registration (2026-07-22),a85e84dc4768e6ebb3fc6ddc97478a6e9c3aeaca287f086e6677343ac25a4dbe,quantitative statement or design constant,4;2026;-07;-22,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,3,**Status: binding pre-data registration for the Phase-4 protocol-v2 corrective,48d9bffbeec4d7a36104a0b24b0778af8cd7905523a4b377203f40441aebbc43,quantitative statement or design constant,4,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,4,campaign.** Committed on branch `phase234-correction-2026-07-22` after the,371561f36151d8c0cddb736c6b9dde4ee246bdf024561c996cd6acbc258c2bf2,quantitative statement or design constant,34;2026;-07;-22,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,5,corrected implementation was frozen and before any corrected Phase-4,e898f6302f226f9c2db883d7bb06cca2293c4843b74f088d1f741d890b613fb1,quantitative statement or design constant,4,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,8,## 1. Defects and previously seen results (full disclosure),0bb6402e7e053b80e8e0399f0c7273ef998425a44c31f230d7f196dfbaa4c3fc,quantitative statement or design constant,1,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,10,Defects: `docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md`. All previously,c847b07f56ece12bcadaa81502892221f5b7fdf4494bb8828404c468cecfa19f,quantitative statement or design constant,026;-07;-22,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,12,"`29193486193`, n=20 — `avg_redundant` −0.33 / −0.93 / −1.46 for lab4 /",594b390b74392b651110e0d99da2d630ba751d24c22552184e099f0d36bee512,quantitative statement or design constant,29193486193;20;0.33;0.93;1.46,phase4_postinv/run_29193486193/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/phase4_correction_registration_2026-07-22.md,13,"lab4dual / lab4chain, all reported q≈0; lab5 `energy_compliance` +0.096,",0dab331ec09c9a06ea60016b83f431344bcbc8d2e770e6c51c83e191a1897cf0,quantitative statement or design constant,0;+0.096,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,14,"`mean_steady_power` −0.431, `over_budget_rate` −0.090, goal-rate parity on",7f099affe2dd26edfa20db62d63417639e8bae58021e077bd2b51c9006768dfc,quantitative statement or design constant,0.431;0.090,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,16,pre-inversion record (run `27905392725`). Nothing sighted may influence the,e9206e17f98a748799559b671926f63225fc00c8270e9aa717efbddd11b707ba,quantitative statement or design constant,27905392725,phase4_postinv/run_29193486193/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/phase4_correction_registration_2026-07-22.md,17,"corrected sample, which is fixed at seeds 1–20 with no optional extension.",e12945d95e43e6ebad6fd556934605b0e524b66b85232321334bbee71a4f1ebc,quantitative statement or design constant,1;20,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,19,## 2. Frozen implementation,9ac5178ab6ca10894dd2df848db8fe8e7b514168639c6a890c2533a54fade8fb,quantitative statement or design constant,2,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,23,"3,000-episode horizon, strict by-position scenario scheduling (shared",02527ccb15e147ccbc7c74e6d4d322c3a8117cbebe0bc123b67ffb3df6cfd01b,quantitative statement or design constant,3;000,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,27,(`stereo_energy_prior_weight=2.0`); ordered policy-energy token weights,003267f109eb9da64cf4a7c22dd8e5273ef1fa4acf6ddc0334c59297921bf7b3,quantitative statement or design constant,2.0,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,28,"`ineff:4,eff:1,spotlight:2,plug:0,masterswitch:0,light:1,blind:0`",0c9b242cb8f939ab6fbeb3f1eef2390e27977f1ce06048408d9c67932864b748,quantitative statement or design constant,4;1;2;0;0;1;0,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,30,no-override default is byte-identical to the frozen Phase-1 rule —,e424e9c45d678109e76d506e77d31f59caae646d4cb27c2d887c902c6518c947,quantitative statement or design constant,1,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,33,(`analysis/validate_phase1_scenarios.py`; all committed Phase-4 scenario,dfad7f2bde365aaf74ce70d30c199ad25d54ead42f339013d50dbc256536fc66,quantitative statement or design constant,4,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,36,"## 3. Frozen estimands, family, and statistics",671ca0d732f0862b36fb72ffabddc94932bda9496a45a32f713f6866208f45b8,quantitative statement or design constant,3,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,39,"  of `WastedSteps + ActuatorCyclingCount` (v2 schema, 16 scenarios × 5 runs).",22efd57082531d2871e37634b3122729dfae918c365774c64a6fe08b00174ad4,quantitative statement or design constant,16;5,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,44,"- **Frozen family (m=4):** lab4 `avg_redundant`, lab4dual `avg_redundant`,",1cadb7163386b8df7a0b89ee9236b3dd3a428e430a6c4b3aab1de4e4484f3cd9,quantitative statement or design constant,4,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,47,"  paired sign-flip (n=20), exact sign test, paired rank-biserial,",1f676ddedc46ebbd51e4431436e0e361150296da54113f16e7dd9e2a75633ed8,quantitative statement or design constant,20,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,48,"  10,000-draw bootstrap CI, BH within the family",a64d17819099836a254db33a46c5df127abf2684ce7d7c2f4214a7e316b7dd98,quantitative statement or design constant,10;000,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,51,  Decision rule per member: supported iff q ≤ 0.05 in the favourable,02e1fe599121ff9ba5f363507453133b8967e9b6b78cacb0607ba40094bd1a54,quantitative statement or design constant,0.05,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,52,  direction; adverse iff q ≤ 0.05 in the unfavourable direction; else null.,959591d4d4c7717e03003fdbdc829b42fa91ceb14ea4ca39126f97e4978d273e,quantitative statement or design constant,0.05,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,64,## 4. Campaign,952dd141a0b7a9cbc3a44f52267750362198c0c4eec3e581af5319937dcf5fde,quantitative statement or design constant,4,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,69,"`publish_results=true`; dispatch P4-1 seeds 1–10, dispatch P4-2 seeds 11–20.",89058ebd17edf13fefbf1da1d82a05096bb8faa03baf44018fd204258b671df0,quantitative statement or design constant,-1;1;10;-2;11;20,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,70,Each: 80 training cells + 120 benchmark cells + aggregate. Until both,f8183ce3fda68636f1b6d30515645d84ad4511324d13a50e73285432f5342a5b,quantitative statement or design constant,80;120,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,75,## 5. Archives and completion gates,179bd1849f2edb67f14ee0690c2c7686a3d33988abb80f30c9e78f0c6ce0b9b4,quantitative statement or design constant,5,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,79,including `workflow_inputs.json`) with `ARCHIVE_MANIFEST.md` and SHA-256,34f01a3e25214c3e254c2835bd6f93e9f449623c4e4f3177faa622c503055ed8,quantitative statement or design constant,256,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/phase4_correction_registration_2026-07-22.md,81,"carries a passing protocol `phase1-v2` TRAINING_OK (fixed horizon 3000, zero",292058ef4def2c5f1267296ae0e95604e597b6bd0e8390e2f8fdda120ca56efe,quantitative statement or design constant,3000,docs/phase4_correction_registration_2026-07-22.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,1,# Phase 4 — Hidden Dependencies and Energy-Aware Goals,1e501e2e6a0f2570dc9babc44a03a324a2fa866ed04f0a3d82156701a800f853,quantitative statement or design constant,4,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,3,"> **WITHDRAWN — historical, protocol-affected (2026-07-22).** All Phase-4",3977acee5a5815bd58943d07aa1ecc2fdfc789eb3fb9ff85ad0acec1e20503bb,quantitative statement or design constant,2026;-07;-22;4,phase4_postinv/run_29193486193/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/PHASE4.md,4,> results (pre-inversion AND the post-inversion run `29193486193`) are,3bc66f4283ca63fce3dfe2cee878fdfaf21612fa6c13cb56d57612a42741e9db,quantitative statement or design constant,29193486193,phase4_postinv/run_29193486193/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/PHASE4.md,8,> `docs/PHASE4_PROTOCOL_AFFECTED_NOTICE_2026-07-22.md`.,20cd0ef5fef5ac910c4f3d49218e5b599a15d6abb939029ad9514b6be48ab65a,quantitative statement or design constant,026;-07;-22,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,10,> **⚠️ Three updates supersede parts of this document (2026-07-12) — see,e46c35b921f4078c3a73e9bdea632e3a3f6bbfbd43a7daf51d6ef26f3abb9c6e,quantitative statement or design constant,2026;-07;-12,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,12,> 1. **All results in §10/§10a are PRE-INVERSION** (run 27905392725 predates the action-space,4a5aac9e94f49784e3833adc9dbabcf7be361a78bb01911e6ad98e77752d3766,quantitative statement or design constant,1;10;10;27905392725,phase4_postinv/run_29193486193/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/PHASE4.md,13,">    inversion of 2026-07-10, [ACTION_SPACE_INVERSION.md](ACTION_SPACE_INVERSION.md) §6.2). They",93084718fa920c6a9b465c5d7a7597a9c82524efdd1995ed9ee6894361170c82,quantitative statement or design constant,2026;-07;-10;6.2,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,14,>    must not be cited as the Phase-4 numbers; the post-inversion confirmatory re-run **completed,1d5f7b75ec8a532127cd1c564abd15a06d4cb43ad506f0feb5425fa7c7c15a68,quantitative statement or design constant,4,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,15,">    as run `29193486193`** (seeds 1..20, 402/402 jobs green, 2026-07-12;",ba0678f065a22628af22d753a85bcba37903462d2216d450f9a4602f88e75303,quantitative statement or design constant,29193486193;1;20;402;402;2026;-07;-12,phase4_postinv/run_29193486193/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/PHASE4.md,16,">    [PHASE4_DEPENDENCY_LADDER.md](PHASE4_DEPENDENCY_LADDER.md) §10, run of record",e45e58e30a3af54ad09449f223c7a53dbc3196d82547ddc817c0619e3032549b,quantitative statement or design constant,10,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,17,>    `phase4_postinv/run_29193486193/`) **supersedes them**. Keep §10a only as a,f692889dd359824be12f5a2e83b4718bc8112d627ba20dd395980274bbfe06c7,quantitative statement or design constant,9193486193;10,phase4_postinv/run_29193486193/,historical value only; protocol affected,superseded_protocol_affected,historical_protocol_affected
docs/PHASE4.md,19,> 2. **The Phase-4 lab set grew** by the dependency ladder: `lab4dual` (both,02d7e88f13b7521558e0833a164dec4794b60f5f74e1d7ac3607d1f780c34f38,quantitative statement or design constant,2;4,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,20,">    lamps behind their own plugs) and `lab4chain` (breaker → plug → lamp, depth-2 chain).",b9ea032715e943b8fca4703c36eff7760624869225b3c3731c060ac557036338,quantitative statement or design constant,2,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,22,> 3. **The offline LLM baseline was removed from Phase-4 scope** (2026-07-12): the phase compares,c8a1bef64b1e3d0bc6acabbd8d4a08d4c38194b6f7320a5e97ad55d2226767d7,quantitative statement or design constant,3;4;2026;-07;-12,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,24,>    step were deleted; the LLM figures that previously appeared in §10/§10a were exploratory,38e4b03a6bc2b952b5bf23685aeac5e3f6e2029f11724fad95319e37451f1136,quantitative statement or design constant,10;10,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,30,"**Builds on:** Phase 1 ""clean lab ladder"" (`lab1`/`lab2`/`lab3`), which already compares a KG-primed Q-learner (`ql_true`) against a tabula-rasa Q-learner (`ql_false`).",e11dddcc3fccf53f0c612df063efe8d0b2d1a7db6fe5de4e88fc32d08fc93f10,quantitative statement or design constant,1,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,34,## 1. What changed conceptually,8876c872e82d0e86de9c11ab3692951829a6ab09318fa2777de706a545bf43c4,quantitative statement or design constant,1,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,36,"Phase 1 proved that KG-priming **accelerates learning in clean labs**. Phase 2 added **fault detection**, Phase 3 added **temporal-dynamics learning**. Phase 4 adds two capabilities:",9f196d32f24cf1c5789a3d4efbb0b60fba2726bc0384924156f638f28e26c9e2,quantitative statement or design constant,1;2;3;4,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,38,1. **Hidden dependencies (lab4 — smart plug).** The Zone-1 ceiling lamp is wired behind a *smart plug*. The lamp emits light **only when both its own switch AND the plug are ON**. The dependency is *known in the knowledge graph* (`ws:powerGates` / `ws:poweredBy`). The KG-primed learner enables the plug first; the tabula-rasa learner must discover the dependency by trial and error (and is punished by the no-effect penalty for switching the lamp while the plug is off).,bbbcdbcddd0334482e4a3e84f3b7d7863d5c213606ee7a09657dc988feb87dd3,quantitative statement or design constant,1;1,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,40,"2. **Energy-aware goals (lab5 — efficient vs inefficient lamps).** Each zone has **two directly-actionable lamps with identical brightness (+400 lux) but different energy cost** (efficient = 1 unit/tick, inefficient = 4 units/tick), encoded as `ws:energyCost` in the KG. The goal is energy-aware: *""both zones bright AND steady-state power ≤ budget.""* Energy is **not** part of the Q-reward; only the KG-primed agent — through a new **non-fading energy prior** — prefers the efficient lamp (or the zero-energy blinds when daylight suffices). The tabula-rasa agent is energy-blind.",609837a066487cbfb1f2781eced3d02c19a1eb9ffc71bd18d5435945a50a50f7,quantitative statement or design constant,2;+400;1;4,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,46,"Unlike Phases 2–3, Phase 4 **does** touch the two core Java files — but **only additively, gated, and backward-compatibly** (explicitly approved):",195cbfba737b2896b62c35728e69910ba80d649fc4e06434dbd01db7b72cb8fa,quantitative statement or design constant,2;3;4,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
docs/PHASE4.md,48,"- Every new behaviour is **off by default**. The energy prior weight defaults to `0.0`; the power-gate query returns nothing unless a KG declares `ws:powerGates`. Labs 1–4 are bit-for-bit unaffected even when the energy knob is set, because only lab5's KG declares `ws:energyCost`.",b6f017403c20955de54ffbdc3634636eca69c672fe41bc0d7b75061ac075567a,quantitative statement or design constant,0.0;1;4,docs/PHASE4.md,"design, chronology, identifier, citation, or non-result quantity",non_result,non_result
