StateIndex,SetAwning=OFF,SetAwning=ON,SetStrongLamp=OFF,SetStrongLamp=ON,SetWeakLamp=OFF,SetWeakLamp=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,DO_NOTHING
77,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
78,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
79,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
80,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
81,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
82,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
83,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
84,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
85,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
86,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
87,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
88,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
89,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
90,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
91,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
92,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
93,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
94,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
95,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
96,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
97,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
98,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
99,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
100,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
101,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
102,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
103,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
104,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
105,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
106,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
107,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
108,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
109,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
110,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
111,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
112,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
113,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
114,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
115,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
116,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
117,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
118,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
119,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
120,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
121,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
122,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
123,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
124,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
125,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
126,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
127,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
128,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
129,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
130,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
131,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
132,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
133,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
134,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
135,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
136,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
137,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
138,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
139,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
140,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
141,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
142,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
143,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
144,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
145,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
146,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
147,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
148,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
149,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
150,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
151,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
152,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
153,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
154,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
155,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
156,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
157,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
158,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
159,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
160,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
161,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
162,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
163,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
164,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
165,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
166,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
167,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
168,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
169,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
170,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
171,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
172,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
173,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
174,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
175,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
176,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
177,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
178,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
179,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
180,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
181,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
182,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
183,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
184,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
185,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
186,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
187,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
188,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
189,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
190,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
191,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
192,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
193,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
194,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
195,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
196,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
197,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
198,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
199,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
200,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
201,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
202,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
203,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
204,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
205,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
206,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
207,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
208,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
209,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
210,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
211,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
212,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
213,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
214,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
215,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
216,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
217,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
218,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
219,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
220,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
221,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
222,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
223,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
224,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
225,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
226,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
227,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
228,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
229,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
230,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
231,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
232,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
233,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
234,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
235,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
236,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
237,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
238,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
239,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
240,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
241,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
242,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
243,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
244,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
245,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
246,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
247,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
248,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
249,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
250,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
251,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
252,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
253,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
254,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
255,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
