profile,backend,seed,scenario_id,sunshine,goal_reached,steps,redundant_actions,steady_power,energy_budget,compliant,trace
lab4,general,3,1,0,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,3,2,0,1,0,0,2.0,nan,1,
lab4,general,3,3,0,1,1,0,2.0,nan,1,SetPlugZ1=true
lab4,general,3,4,0,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,3,5,100,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,3,6,100,1,0,0,2.0,nan,1,
lab4,general,3,7,100,1,1,0,2.0,nan,1,SetZ2Light=true
lab4,general,3,8,100,1,2,1,3.0,nan,1,SetZ1Light=true;SetPlugZ1=true
lab4,general,3,9,400,1,3,1,1.0,nan,1,SetZ1Blinds=true;SetZ1Light=true;SetPlugZ1=true
lab4,general,3,10,400,1,0,0,2.0,nan,1,
lab4,general,3,11,400,1,1,0,1.0,nan,1,SetZ1Blinds=true
lab4,general,3,12,400,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,3,13,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,3,14,900,1,0,0,2.0,nan,1,
lab4,general,3,15,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,3,16,900,1,0,0,0.0,nan,1,
lab4,general,4,1,0,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,4,2,0,1,0,0,2.0,nan,1,
lab4,general,4,3,0,1,1,0,2.0,nan,1,SetPlugZ1=true
lab4,general,4,4,0,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,4,5,100,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,4,6,100,1,0,0,2.0,nan,1,
lab4,general,4,7,100,1,1,0,2.0,nan,1,SetZ2Light=true
lab4,general,4,8,100,1,2,1,3.0,nan,1,SetZ1Light=true;SetPlugZ1=true
lab4,general,4,9,400,1,3,1,1.0,nan,1,SetZ1Blinds=true;SetZ1Light=true;SetPlugZ1=true
lab4,general,4,10,400,1,0,0,2.0,nan,1,
lab4,general,4,11,400,1,1,0,1.0,nan,1,SetZ1Blinds=true
lab4,general,4,12,400,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,4,13,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,4,14,900,1,0,0,2.0,nan,1,
lab4,general,4,15,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,4,16,900,1,0,0,0.0,nan,1,
lab4,general,5,1,0,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,5,2,0,1,0,0,2.0,nan,1,
lab4,general,5,3,0,1,1,0,2.0,nan,1,SetPlugZ1=true
lab4,general,5,4,0,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,5,5,100,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,5,6,100,1,0,0,2.0,nan,1,
lab4,general,5,7,100,1,1,0,2.0,nan,1,SetZ2Light=true
lab4,general,5,8,100,1,2,1,3.0,nan,1,SetZ1Light=true;SetPlugZ1=true
lab4,general,5,9,400,1,3,1,1.0,nan,1,SetZ1Blinds=true;SetZ1Light=true;SetPlugZ1=true
lab4,general,5,10,400,1,0,0,2.0,nan,1,
lab4,general,5,11,400,1,1,0,1.0,nan,1,SetZ1Blinds=true
lab4,general,5,12,400,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,5,13,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,5,14,900,1,0,0,2.0,nan,1,
lab4,general,5,15,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,5,16,900,1,0,0,0.0,nan,1,
lab4,general,6,1,0,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,6,2,0,1,0,0,2.0,nan,1,
lab4,general,6,3,0,1,1,0,2.0,nan,1,SetPlugZ1=true
lab4,general,6,4,0,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,6,5,100,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,6,6,100,1,0,0,2.0,nan,1,
lab4,general,6,7,100,1,1,0,2.0,nan,1,SetZ2Light=true
lab4,general,6,8,100,1,2,1,3.0,nan,1,SetZ1Light=true;SetPlugZ1=true
lab4,general,6,9,400,1,3,1,1.0,nan,1,SetZ1Blinds=true;SetZ1Light=true;SetPlugZ1=true
lab4,general,6,10,400,1,0,0,2.0,nan,1,
lab4,general,6,11,400,1,1,0,1.0,nan,1,SetZ1Blinds=true
lab4,general,6,12,400,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,6,13,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,6,14,900,1,0,0,2.0,nan,1,
lab4,general,6,15,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,6,16,900,1,0,0,0.0,nan,1,
lab4,general,7,1,0,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,7,2,0,1,0,0,2.0,nan,1,
lab4,general,7,3,0,1,1,0,2.0,nan,1,SetPlugZ1=true
lab4,general,7,4,0,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,7,5,100,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,7,6,100,1,0,0,2.0,nan,1,
lab4,general,7,7,100,1,1,0,2.0,nan,1,SetZ2Light=true
lab4,general,7,8,100,1,2,1,3.0,nan,1,SetZ1Light=true;SetPlugZ1=true
lab4,general,7,9,400,1,3,1,1.0,nan,1,SetZ1Blinds=true;SetZ1Light=true;SetPlugZ1=true
lab4,general,7,10,400,1,0,0,2.0,nan,1,
lab4,general,7,11,400,1,1,0,1.0,nan,1,SetZ1Blinds=true
lab4,general,7,12,400,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,7,13,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,7,14,900,1,0,0,2.0,nan,1,
lab4,general,7,15,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,7,16,900,1,0,0,0.0,nan,1,
lab4,general,8,1,0,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,8,2,0,1,0,0,2.0,nan,1,
lab4,general,8,3,0,1,1,0,2.0,nan,1,SetPlugZ1=true
lab4,general,8,4,0,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,8,5,100,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,8,6,100,1,0,0,2.0,nan,1,
lab4,general,8,7,100,1,1,0,2.0,nan,1,SetZ2Light=true
lab4,general,8,8,100,1,2,1,3.0,nan,1,SetZ1Light=true;SetPlugZ1=true
lab4,general,8,9,400,1,3,1,1.0,nan,1,SetZ1Blinds=true;SetZ1Light=true;SetPlugZ1=true
lab4,general,8,10,400,1,0,0,2.0,nan,1,
lab4,general,8,11,400,1,1,0,1.0,nan,1,SetZ1Blinds=true
lab4,general,8,12,400,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,8,13,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,8,14,900,1,0,0,2.0,nan,1,
lab4,general,8,15,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,8,16,900,1,0,0,0.0,nan,1,
lab4,general,9,1,0,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,9,2,0,1,0,0,2.0,nan,1,
lab4,general,9,3,0,1,1,0,2.0,nan,1,SetPlugZ1=true
lab4,general,9,4,0,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,9,5,100,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,9,6,100,1,0,0,2.0,nan,1,
lab4,general,9,7,100,1,1,0,2.0,nan,1,SetZ2Light=true
lab4,general,9,8,100,1,2,1,3.0,nan,1,SetZ1Light=true;SetPlugZ1=true
lab4,general,9,9,400,1,3,1,1.0,nan,1,SetZ1Blinds=true;SetZ1Light=true;SetPlugZ1=true
lab4,general,9,10,400,1,0,0,2.0,nan,1,
lab4,general,9,11,400,1,1,0,1.0,nan,1,SetZ1Blinds=true
lab4,general,9,12,400,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,9,13,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,9,14,900,1,0,0,2.0,nan,1,
lab4,general,9,15,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,9,16,900,1,0,0,0.0,nan,1,
lab4,general,10,1,0,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,10,2,0,1,0,0,2.0,nan,1,
lab4,general,10,3,0,1,1,0,2.0,nan,1,SetPlugZ1=true
lab4,general,10,4,0,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,10,5,100,1,3,1,2.0,nan,1,SetZ1Light=true;SetPlugZ1=true;SetZ2Light=true
lab4,general,10,6,100,1,0,0,2.0,nan,1,
lab4,general,10,7,100,1,1,0,2.0,nan,1,SetZ2Light=true
lab4,general,10,8,100,1,2,1,3.0,nan,1,SetZ1Light=true;SetPlugZ1=true
lab4,general,10,9,400,1,3,1,1.0,nan,1,SetZ1Blinds=true;SetZ1Light=true;SetPlugZ1=true
lab4,general,10,10,400,1,0,0,2.0,nan,1,
lab4,general,10,11,400,1,1,0,1.0,nan,1,SetZ1Blinds=true
lab4,general,10,12,400,1,1,1,2.0,nan,1,SetSpotlight=false
lab4,general,10,13,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,10,14,900,1,0,0,2.0,nan,1,
lab4,general,10,15,900,1,1,0,0.0,nan,1,SetZ1Blinds=true
lab4,general,10,16,900,1,0,0,0.0,nan,1,
