seed,scenario,run,step,actuator,to_value,is_toggle,stuck_fired,was_masked,state_idx,action_label,action_idx
5,1,1,1,Z1Light,1,0,0,0,1284,http://example.org/was#SetZ1Light=true,5
5,1,1,2,Z2Light,1,0,0,0,1860,http://example.org/was#SetZ2Light=true,9
5,5,1,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
5,8,1,1,Z1Blinds,1,0,0,0,1861,http://example.org/was#SetZ1Blinds=true,3
5,9,1,1,Z1Blinds,1,0,0,0,1290,http://example.org/was#SetZ1Blinds=true,3
5,13,1,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
5,1,2,1,Z1Light,1,0,0,0,1284,http://example.org/was#SetZ1Light=true,5
5,1,2,2,Z2Light,1,0,0,0,1860,http://example.org/was#SetZ2Light=true,9
5,5,2,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
5,8,2,1,Z1Blinds,1,0,0,0,1861,http://example.org/was#SetZ1Blinds=true,3
5,9,2,1,Z1Blinds,1,0,0,0,1290,http://example.org/was#SetZ1Blinds=true,3
5,13,2,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
5,1,3,1,Z1Light,1,0,0,0,1284,http://example.org/was#SetZ1Light=true,5
5,1,3,2,Z2Light,1,0,0,0,1860,http://example.org/was#SetZ2Light=true,9
5,5,3,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
5,8,3,1,Z1Blinds,1,0,0,0,1861,http://example.org/was#SetZ1Blinds=true,3
5,9,3,1,Z1Blinds,1,0,0,0,1290,http://example.org/was#SetZ1Blinds=true,3
5,13,3,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
5,1,4,1,Z1Light,1,0,0,0,1284,http://example.org/was#SetZ1Light=true,5
5,1,4,2,Z2Light,1,0,0,0,1860,http://example.org/was#SetZ2Light=true,9
5,5,4,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
5,8,4,1,Z1Blinds,1,0,0,0,1861,http://example.org/was#SetZ1Blinds=true,3
5,9,4,1,Z1Blinds,1,0,0,0,1290,http://example.org/was#SetZ1Blinds=true,3
5,13,4,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
5,1,5,1,Z1Light,1,0,0,0,1284,http://example.org/was#SetZ1Light=true,5
5,1,5,2,Z2Light,1,0,0,0,1860,http://example.org/was#SetZ2Light=true,9
5,5,5,1,Z2Light,1,0,0,0,1857,http://example.org/was#SetZ2Light=true,9
5,8,5,1,Z1Blinds,1,0,0,0,1861,http://example.org/was#SetZ1Blinds=true,3
5,9,5,1,Z1Blinds,1,0,0,0,1290,http://example.org/was#SetZ1Blinds=true,3
5,13,5,1,Z2Light,1,0,0,0,1859,http://example.org/was#SetZ2Light=true,9
6,1,1,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,3,1,1,Z1Light,1,0,0,0,0,http://example.org/was#SetZ1Light=true,5
6,3,1,2,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,5,1,1,Z1Blinds,1,0,0,0,1857,http://example.org/was#SetZ1Blinds=true,3
6,5,1,2,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,7,1,1,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,8,1,1,Z1Light,1,0,0,0,1445,http://example.org/was#SetZ1Light=true,5
6,9,1,1,Z2Blinds,1,0,0,0,1286,http://example.org/was#SetZ2Blinds=true,7
6,9,1,2,Z1Light,1,0,0,0,1422,http://example.org/was#SetZ1Light=true,5
6,11,1,1,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
6,13,1,1,Z1Light,1,0,0,0,1811,http://example.org/was#SetZ1Light=true,5
6,1,2,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,3,2,1,Z1Light,1,0,0,0,0,http://example.org/was#SetZ1Light=true,5
6,3,2,2,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,5,2,1,Z1Blinds,1,0,0,0,1857,http://example.org/was#SetZ1Blinds=true,3
6,5,2,2,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,7,2,1,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,8,2,1,Z1Light,1,0,0,0,1445,http://example.org/was#SetZ1Light=true,5
6,9,2,1,Z2Blinds,1,0,0,0,1286,http://example.org/was#SetZ2Blinds=true,7
6,9,2,2,Z1Light,1,0,0,0,1422,http://example.org/was#SetZ1Light=true,5
6,11,2,1,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
6,13,2,1,Z1Light,1,0,0,0,1811,http://example.org/was#SetZ1Light=true,5
6,1,3,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,3,3,1,Z1Light,1,0,0,0,0,http://example.org/was#SetZ1Light=true,5
6,3,3,2,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,5,3,1,Z1Blinds,1,0,0,0,1857,http://example.org/was#SetZ1Blinds=true,3
6,5,3,2,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,7,3,1,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,8,3,1,Z1Light,1,0,0,0,1445,http://example.org/was#SetZ1Light=true,5
6,9,3,1,Z2Blinds,1,0,0,0,1286,http://example.org/was#SetZ2Blinds=true,7
6,9,3,2,Z1Light,1,0,0,0,1422,http://example.org/was#SetZ1Light=true,5
6,11,3,1,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
6,13,3,1,Z1Light,1,0,0,0,1811,http://example.org/was#SetZ1Light=true,5
6,1,4,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,3,4,1,Z1Light,1,0,0,0,0,http://example.org/was#SetZ1Light=true,5
6,3,4,2,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,5,4,1,Z1Blinds,1,0,0,0,1857,http://example.org/was#SetZ1Blinds=true,3
6,5,4,2,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,7,4,1,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,8,4,1,Z1Light,1,0,0,0,1445,http://example.org/was#SetZ1Light=true,5
6,9,4,1,Z2Blinds,1,0,0,0,1286,http://example.org/was#SetZ2Blinds=true,7
6,9,4,2,Z1Light,1,0,0,0,1422,http://example.org/was#SetZ1Light=true,5
6,11,4,1,Z1Light,1,0,0,0,1450,http://example.org/was#SetZ1Light=true,5
6,13,4,1,Z1Light,1,0,0,0,1811,http://example.org/was#SetZ1Light=true,5
6,1,5,1,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,3,5,1,Z1Light,1,0,0,0,0,http://example.org/was#SetZ1Light=true,5
6,3,5,2,Z2Light,1,0,0,0,1856,http://example.org/was#SetZ2Light=true,9
6,5,5,1,Z1Blinds,1,0,0,0,1857,http://example.org/was#SetZ1Blinds=true,3
6,5,5,2,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,7,5,1,Z2Light,1,0,0,0,1873,http://example.org/was#SetZ2Light=true,9
6,8,5,1,Z1Light,1,0,0,0,1445,http://example.org/was#SetZ1Light=true,5
