profile,backend,seed,scenario_id,sunshine,goal_reached,steps,redundant_actions,steady_power,energy_budget,compliant,trace
lab5,general,4,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,4,4,0,1,0,0,8.0,2.0,0,
lab5,general,4,5,100,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,4,6,100,1,0,0,2.0,2.0,1,
lab5,general,4,7,100,1,1,0,2.0,2.0,1,SetZ2Eff=true
lab5,general,4,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,4,9,400,1,2,0,4.0,2.0,0,SetZ1Blinds=true;SetZ1Ineff=true
lab5,general,4,10,400,1,0,0,2.0,2.0,1,
lab5,general,4,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,4,12,400,1,0,0,5.0,2.0,0,
lab5,general,4,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,4,14,900,1,0,0,2.0,2.0,1,
lab5,general,4,15,900,1,0,0,8.0,2.0,0,
lab5,general,4,16,900,1,0,0,0.0,2.0,1,
lab5,general,5,1,0,1,2,0,5.0,2.0,0,SetZ1Ineff=true;SetZ2Eff=true
lab5,general,5,2,0,1,0,0,2.0,2.0,1,
lab5,general,5,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,5,4,0,1,0,0,8.0,2.0,0,
lab5,general,5,5,100,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,5,6,100,1,0,0,2.0,2.0,1,
lab5,general,5,7,100,1,1,0,2.0,2.0,1,SetZ2Eff=true
lab5,general,5,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,5,9,400,1,2,0,4.0,2.0,0,SetZ1Blinds=true;SetZ1Ineff=true
lab5,general,5,10,400,1,0,0,2.0,2.0,1,
lab5,general,5,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,5,12,400,1,0,0,5.0,2.0,0,
lab5,general,5,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,5,14,900,1,0,0,2.0,2.0,1,
lab5,general,5,15,900,1,0,0,8.0,2.0,0,
lab5,general,5,16,900,1,0,0,0.0,2.0,1,
lab5,general,6,1,0,1,2,0,2.0,2.0,1,SetZ1Eff=true;SetZ2Eff=true
lab5,general,6,2,0,1,0,0,2.0,2.0,1,
lab5,general,6,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,6,4,0,1,0,0,8.0,2.0,0,
lab5,general,6,5,100,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,6,6,100,1,0,0,2.0,2.0,1,
lab5,general,6,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,6,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,6,9,400,1,2,0,4.0,2.0,0,SetZ1Blinds=true;SetZ1Ineff=true
lab5,general,6,10,400,1,0,0,2.0,2.0,1,
lab5,general,6,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,6,12,400,1,0,0,5.0,2.0,0,
lab5,general,6,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,6,14,900,1,0,0,2.0,2.0,1,
lab5,general,6,15,900,1,0,0,8.0,2.0,0,
lab5,general,6,16,900,1,0,0,0.0,2.0,1,
lab5,general,7,1,0,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,7,2,0,1,0,0,2.0,2.0,1,
lab5,general,7,3,0,1,1,0,2.0,2.0,1,SetZ1Eff=true
lab5,general,7,4,0,1,0,0,8.0,2.0,0,
lab5,general,7,5,100,1,2,0,5.0,2.0,0,SetZ1Ineff=true;SetZ2Eff=true
lab5,general,7,6,100,1,0,0,2.0,2.0,1,
lab5,general,7,7,100,1,1,0,2.0,2.0,1,SetZ2Eff=true
lab5,general,7,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,7,9,400,1,2,0,4.0,2.0,0,SetZ1Blinds=true;SetZ1Ineff=true
lab5,general,7,10,400,1,0,0,2.0,2.0,1,
lab5,general,7,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,7,12,400,1,0,0,5.0,2.0,0,
lab5,general,7,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,7,14,900,1,0,0,2.0,2.0,1,
lab5,general,7,15,900,1,0,0,8.0,2.0,0,
lab5,general,7,16,900,1,0,0,0.0,2.0,1,
lab5,general,8,1,0,1,2,0,2.0,2.0,1,SetZ1Eff=true;SetZ2Eff=true
lab5,general,8,2,0,1,0,0,2.0,2.0,1,
lab5,general,8,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,8,4,0,1,0,0,8.0,2.0,0,
lab5,general,8,5,100,1,2,0,2.0,2.0,1,SetZ1Eff=true;SetZ2Eff=true
lab5,general,8,6,100,1,0,0,2.0,2.0,1,
lab5,general,8,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,8,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,8,9,400,1,2,0,1.0,2.0,1,SetZ1Blinds=true;SetZ1Eff=true
lab5,general,8,10,400,1,0,0,2.0,2.0,1,
lab5,general,8,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,8,12,400,1,0,0,5.0,2.0,0,
lab5,general,8,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,8,14,900,1,0,0,2.0,2.0,1,
lab5,general,8,15,900,1,0,0,8.0,2.0,0,
lab5,general,8,16,900,1,0,0,0.0,2.0,1,
lab5,general,9,1,0,1,2,0,5.0,2.0,0,SetZ1Ineff=true;SetZ2Eff=true
lab5,general,9,2,0,1,0,0,2.0,2.0,1,
lab5,general,9,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,9,4,0,1,0,0,8.0,2.0,0,
lab5,general,9,5,100,1,2,0,2.0,2.0,1,SetZ1Eff=true;SetZ2Eff=true
lab5,general,9,6,100,1,0,0,2.0,2.0,1,
lab5,general,9,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,9,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,9,9,400,1,2,0,1.0,2.0,1,SetZ1Blinds=true;SetZ1Eff=true
lab5,general,9,10,400,1,0,0,2.0,2.0,1,
lab5,general,9,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,9,12,400,1,0,0,5.0,2.0,0,
lab5,general,9,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,9,14,900,1,0,0,2.0,2.0,1,
lab5,general,9,15,900,1,0,0,8.0,2.0,0,
lab5,general,9,16,900,1,0,0,0.0,2.0,1,
lab5,general,10,1,0,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,10,2,0,1,0,0,2.0,2.0,1,
lab5,general,10,3,0,1,1,0,2.0,2.0,1,SetZ1Eff=true
lab5,general,10,4,0,1,0,0,8.0,2.0,0,
lab5,general,10,5,100,1,2,0,8.0,2.0,0,SetZ1Ineff=true;SetZ2Ineff=true
lab5,general,10,6,100,1,0,0,2.0,2.0,1,
lab5,general,10,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,10,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,10,9,400,1,2,0,1.0,2.0,1,SetZ1Blinds=true;SetZ1Eff=true
lab5,general,10,10,400,1,0,0,2.0,2.0,1,
lab5,general,10,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,10,12,400,1,0,0,5.0,2.0,0,
lab5,general,10,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,10,14,900,1,0,0,2.0,2.0,1,
lab5,general,10,15,900,1,0,0,8.0,2.0,0,
lab5,general,10,16,900,1,0,0,0.0,2.0,1,
lab5,general,11,1,0,1,2,0,8.0,2.0,0,SetZ1Ineff=true;SetZ2Ineff=true
lab5,general,11,2,0,1,0,0,2.0,2.0,1,
lab5,general,11,3,0,1,1,0,2.0,2.0,1,SetZ1Eff=true
lab5,general,11,4,0,1,0,0,8.0,2.0,0,
lab5,general,11,5,100,1,2,0,5.0,2.0,0,SetZ1Ineff=true;SetZ2Eff=true
lab5,general,11,6,100,1,0,0,2.0,2.0,1,
lab5,general,11,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,11,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,11,9,400,1,2,0,4.0,2.0,0,SetZ1Blinds=true;SetZ1Ineff=true
lab5,general,11,10,400,1,0,0,2.0,2.0,1,
lab5,general,11,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,11,12,400,1,0,0,5.0,2.0,0,
lab5,general,11,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,11,14,900,1,0,0,2.0,2.0,1,
lab5,general,11,15,900,1,0,0,8.0,2.0,0,
lab5,general,11,16,900,1,0,0,0.0,2.0,1,
lab5,general,12,1,0,1,2,0,8.0,2.0,0,SetZ1Ineff=true;SetZ2Ineff=true
lab5,general,12,2,0,1,0,0,2.0,2.0,1,
lab5,general,12,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,12,4,0,1,0,0,8.0,2.0,0,
lab5,general,12,5,100,1,2,0,5.0,2.0,0,SetZ1Ineff=true;SetZ2Eff=true
lab5,general,12,6,100,1,0,0,2.0,2.0,1,
lab5,general,12,7,100,1,1,0,2.0,2.0,1,SetZ2Eff=true
lab5,general,12,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,12,9,400,1,2,0,1.0,2.0,1,SetZ1Blinds=true;SetZ1Eff=true
lab5,general,12,10,400,1,0,0,2.0,2.0,1,
lab5,general,12,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,12,12,400,1,0,0,5.0,2.0,0,
lab5,general,12,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,12,14,900,1,0,0,2.0,2.0,1,
lab5,general,12,15,900,1,0,0,8.0,2.0,0,
lab5,general,12,16,900,1,0,0,0.0,2.0,1,
lab5,general,13,1,0,1,2,0,5.0,2.0,0,SetZ1Ineff=true;SetZ2Eff=true
lab5,general,13,2,0,1,0,0,2.0,2.0,1,
lab5,general,13,3,0,1,1,0,2.0,2.0,1,SetZ1Eff=true
lab5,general,13,4,0,1,0,0,8.0,2.0,0,
lab5,general,13,5,100,1,2,0,2.0,2.0,1,SetZ1Eff=true;SetZ2Eff=true
lab5,general,13,6,100,1,0,0,2.0,2.0,1,
lab5,general,13,7,100,1,1,0,2.0,2.0,1,SetZ2Eff=true
lab5,general,13,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,13,9,400,1,2,0,1.0,2.0,1,SetZ1Blinds=true;SetZ1Eff=true
lab5,general,13,10,400,1,0,0,2.0,2.0,1,
lab5,general,13,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,13,12,400,1,0,0,5.0,2.0,0,
lab5,general,13,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,13,14,900,1,0,0,2.0,2.0,1,
lab5,general,13,15,900,1,0,0,8.0,2.0,0,
lab5,general,13,16,900,1,0,0,0.0,2.0,1,
lab5,general,14,1,0,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,14,2,0,1,0,0,2.0,2.0,1,
lab5,general,14,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,14,4,0,1,0,0,8.0,2.0,0,
lab5,general,14,5,100,1,2,0,8.0,2.0,0,SetZ1Ineff=true;SetZ2Ineff=true
lab5,general,14,6,100,1,0,0,2.0,2.0,1,
lab5,general,14,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,14,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,14,9,400,1,2,0,1.0,2.0,1,SetZ1Blinds=true;SetZ1Eff=true
lab5,general,14,10,400,1,0,0,2.0,2.0,1,
lab5,general,14,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,14,12,400,1,0,0,5.0,2.0,0,
lab5,general,14,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,14,14,900,1,0,0,2.0,2.0,1,
lab5,general,14,15,900,1,0,0,8.0,2.0,0,
lab5,general,14,16,900,1,0,0,0.0,2.0,1,
lab5,general,15,1,0,1,2,0,2.0,2.0,1,SetZ1Eff=true;SetZ2Eff=true
lab5,general,15,2,0,1,0,0,2.0,2.0,1,
lab5,general,15,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,15,4,0,1,0,0,8.0,2.0,0,
lab5,general,15,5,100,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,15,6,100,1,0,0,2.0,2.0,1,
lab5,general,15,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,15,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,15,9,400,1,2,0,4.0,2.0,0,SetZ1Blinds=true;SetZ1Ineff=true
lab5,general,15,10,400,1,0,0,2.0,2.0,1,
lab5,general,15,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,15,12,400,1,0,0,5.0,2.0,0,
lab5,general,15,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,15,14,900,1,0,0,2.0,2.0,1,
lab5,general,15,15,900,1,0,0,8.0,2.0,0,
lab5,general,15,16,900,1,0,0,0.0,2.0,1,
lab5,general,16,1,0,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,16,2,0,1,0,0,2.0,2.0,1,
lab5,general,16,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,16,4,0,1,0,0,8.0,2.0,0,
lab5,general,16,5,100,1,2,0,2.0,2.0,1,SetZ1Eff=true;SetZ2Eff=true
lab5,general,16,6,100,1,0,0,2.0,2.0,1,
lab5,general,16,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,16,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,16,9,400,1,2,0,1.0,2.0,1,SetZ1Blinds=true;SetZ1Eff=true
lab5,general,16,10,400,1,0,0,2.0,2.0,1,
lab5,general,16,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,16,12,400,1,0,0,5.0,2.0,0,
lab5,general,16,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,16,14,900,1,0,0,2.0,2.0,1,
lab5,general,16,15,900,1,0,0,8.0,2.0,0,
lab5,general,16,16,900,1,0,0,0.0,2.0,1,
lab5,general,17,1,0,1,2,0,8.0,2.0,0,SetZ1Ineff=true;SetZ2Ineff=true
lab5,general,17,2,0,1,0,0,2.0,2.0,1,
lab5,general,17,3,0,1,1,0,2.0,2.0,1,SetZ1Eff=true
lab5,general,17,4,0,1,0,0,8.0,2.0,0,
lab5,general,17,5,100,1,2,0,8.0,2.0,0,SetZ1Ineff=true;SetZ2Ineff=true
lab5,general,17,6,100,1,0,0,2.0,2.0,1,
lab5,general,17,7,100,1,1,0,2.0,2.0,1,SetZ2Eff=true
lab5,general,17,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,17,9,400,1,2,0,4.0,2.0,0,SetZ1Blinds=true;SetZ1Ineff=true
lab5,general,17,10,400,1,0,0,2.0,2.0,1,
lab5,general,17,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,17,12,400,1,0,0,5.0,2.0,0,
lab5,general,17,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,17,14,900,1,0,0,2.0,2.0,1,
lab5,general,17,15,900,1,0,0,8.0,2.0,0,
lab5,general,17,16,900,1,0,0,0.0,2.0,1,
lab5,general,18,1,0,1,2,0,8.0,2.0,0,SetZ1Ineff=true;SetZ2Ineff=true
lab5,general,18,2,0,1,0,0,2.0,2.0,1,
lab5,general,18,3,0,1,1,0,5.0,2.0,0,SetZ1Ineff=true
lab5,general,18,4,0,1,0,0,8.0,2.0,0,
lab5,general,18,5,100,1,2,0,5.0,2.0,0,SetZ1Ineff=true;SetZ2Eff=true
lab5,general,18,6,100,1,0,0,2.0,2.0,1,
lab5,general,18,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,18,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,18,9,400,1,2,0,4.0,2.0,0,SetZ1Blinds=true;SetZ1Ineff=true
lab5,general,18,10,400,1,0,0,2.0,2.0,1,
lab5,general,18,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,18,12,400,1,0,0,5.0,2.0,0,
lab5,general,18,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,18,14,900,1,0,0,2.0,2.0,1,
lab5,general,18,15,900,1,0,0,8.0,2.0,0,
lab5,general,18,16,900,1,0,0,0.0,2.0,1,
lab5,general,19,1,0,1,2,0,2.0,2.0,1,SetZ1Eff=true;SetZ2Eff=true
lab5,general,19,2,0,1,0,0,2.0,2.0,1,
lab5,general,19,3,0,1,1,0,2.0,2.0,1,SetZ1Eff=true
lab5,general,19,4,0,1,0,0,8.0,2.0,0,
lab5,general,19,5,100,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,19,6,100,1,0,0,2.0,2.0,1,
lab5,general,19,7,100,1,1,0,5.0,2.0,0,SetZ2Ineff=true
lab5,general,19,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,19,9,400,1,2,0,4.0,2.0,0,SetZ1Blinds=true;SetZ1Ineff=true
lab5,general,19,10,400,1,0,0,2.0,2.0,1,
lab5,general,19,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,19,12,400,1,0,0,5.0,2.0,0,
lab5,general,19,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,19,14,900,1,0,0,2.0,2.0,1,
lab5,general,19,15,900,1,0,0,8.0,2.0,0,
lab5,general,19,16,900,1,0,0,0.0,2.0,1,
lab5,general,20,1,0,1,2,0,2.0,2.0,1,SetZ1Eff=true;SetZ2Eff=true
lab5,general,20,2,0,1,0,0,2.0,2.0,1,
lab5,general,20,3,0,1,1,0,2.0,2.0,1,SetZ1Eff=true
lab5,general,20,4,0,1,0,0,8.0,2.0,0,
lab5,general,20,5,100,1,2,0,5.0,2.0,0,SetZ1Eff=true;SetZ2Ineff=true
lab5,general,20,6,100,1,0,0,2.0,2.0,1,
lab5,general,20,7,100,1,1,0,2.0,2.0,1,SetZ2Eff=true
lab5,general,20,8,100,1,1,1,5.0,2.0,0,SetZ1Eff=false
lab5,general,20,9,400,1,2,0,1.0,2.0,1,SetZ1Blinds=true;SetZ1Eff=true
lab5,general,20,10,400,1,0,0,2.0,2.0,1,
lab5,general,20,11,400,1,1,0,1.0,2.0,1,SetZ1Blinds=true
lab5,general,20,12,400,1,0,0,5.0,2.0,0,
lab5,general,20,13,900,1,1,0,0.0,2.0,1,SetZ1Blinds=true
lab5,general,20,14,900,1,0,0,2.0,2.0,1,
lab5,general,20,15,900,1,0,0,8.0,2.0,0,
lab5,general,20,16,900,1,0,0,0.0,2.0,1,
