"row_id","observed_at_utc","path","path_kind","git_visibility","evidence_label","provenance_class","verification_status","hash_algorithm","content_hash","file_count","byte_count","first_path","last_path","classification_basis","limitations","analysis_script_ref","exact_command"
"S0R2-TH-011","2026-06-17T06:51:11.3582240Z","phase2_results_v4","result_root","untracked","DIRECT","ACTIONS_DERIVED","DECLARED_MAPPING_NOT_ZIP_VERIFIED_CURRENT_HASH","TREE-SHA256-V1","0b65bb2d54dcb5b06a8c179f518480622d715a3688153f53adea990661e41cf1","362","10365101","analysis/out/phase2_recovery_ci.csv","recovery_root/seed9/recovery_stereotypes_true_lab3_f2inv.csv","Mapped by prior ledgers to GitHub Actions run 27529585379 and a committed result snapshot.","Git-normalized text comparison exists in prior ledgers; artifact ZIP byte identity remains NOT FOUND.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs phase2_results_v4"
"S0R2-TH-012","2026-06-17T06:51:11.3582240Z","phase2_results_v5","result_root","untracked","DIRECT","ACTIONS_DERIVED","DECLARED_MAPPING_NOT_ZIP_VERIFIED_CURRENT_HASH","TREE-SHA256-V1","3798621f34ecd354993e13a7c5a096dab6fe54c4873225798efcd16750ee97e1","362","9604916","analysis/out/phase2_recovery_ci.csv","recovery_root/seed9/recovery_stereotypes_true_lab3_f2inv.csv","Mapped by prior ledgers to GitHub Actions run 27547019772 and origin/results commit 22a448be5d9829751badd341904e36ed582f091f.","Local tree identity to the artifact ZIP digest remains NOT FOUND; no result values analyzed in this refresh.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs phase2_results_v5"
"S0R2-TH-013","2026-06-17T06:51:11.3582240Z","phase3_download","result_root","untracked","DIRECT","ACTIONS_DERIVED","DECLARED_MAPPING_NOT_ZIP_VERIFIED_CURRENT_HASH","TREE-SHA256-V1","4ba5cc8f694d07c3e53d1be5d4fd4fae42a8b5ee3e4fb36d520fa48fb759aebe","235","1635788","build-classes/classes/java/main/tools/BenchmarkLogger.class","phase3-consolidated/dynamics_root/rep5/timebounded_results_true_lab3_slow.csv","Directory structure contains five-replica Phase 3 leg directories plus phase3-consolidated and is mapped by prior ledgers to run 27598417789.","Classified as declared Actions-derived but not ZIP-byte-verified; superseded for final inference by n10 run in prior ledgers.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs phase3_download"
"S0R2-TH-014","2026-06-17T06:51:11.3582240Z","phase3_download_n10","result_root","untracked","DIRECT","ACTIONS_DERIVED","DECLARED_MAPPING_NOT_ZIP_VERIFIED_CURRENT_HASH","TREE-SHA256-V1","5fe3c3e8c57c1ea1da0338fe888161006b99e26a7f50d6cbabc7850ab3848d2c","415","2719726","build-classes/classes/java/main/tools/BenchmarkLogger.class","phase3-consolidated/dynamics_root/rep9/timebounded_results_true_lab3_slow.csv","Directory structure contains ten-replica Phase 3 leg directories plus phase3-consolidated and is mapped by prior ledgers to run 27621106006.","Classified as declared Actions-derived but not ZIP-byte-verified; no result values analyzed in this refresh.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs phase3_download_n10"
"S0R2-TH-015","2026-06-17T06:51:11.3582240Z","tmp_sweep18_results","result_root","untracked","DIRECT","ACTIONS_DERIVED","DECLARED_MAPPING_MIXED_WITH_LOCAL_RECOMPUTATION_CURRENT_HASH","TREE-SHA256-V1","4bfb50bc9eb5481ac27362441c9215b44535ae0650784b46fb20133988ee0de9","1534","9856516039","analysis_recomputed/fire_density_custom3.png","qtable_final_stereotypes_true_custom9.csv","Mapped by prior ledgers to GitHub Actions run 27073252484 with local recomputation outputs.","Directory mixes downloaded and recomputed content.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs tmp_sweep18_results"
"S0R2-TH-016","2026-06-17T06:51:11.3582240Z","tmp_sweep_n10_results","result_root","untracked","DIRECT","ACTIONS_DERIVED","DECLARED_MAPPING_MIXED_WITH_LOCAL_RECOMPUTATION_CURRENT_HASH","TREE-SHA256-V1","0defe493b63063a9dc9dc5315fc394510c6b0ed23ecb3ef8266ba98f43811cdf","2883","18402357137","analysis_n10/fire_density_custom3.png","benchmark/results_seed9/custom9/training_stereo_true/TRAINING_OK.json","Mapped by prior ledgers to GitHub Actions run 27094219403 with structural omissions.","Six seed-8 TRAINING_OK markers remain structurally absent per prior evidence; directory mixes downloaded and recomputed content.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs tmp_sweep_n10_results"
"S0R2-TH-017","2026-06-17T06:51:11.3582240Z","tmp_paper_results","result_root","ignored","DIRECT","UNKNOWN_PROVENANCE","HASHED_CURRENT_ORIGIN_NOT_ESTABLISHED","TREE-SHA256-V1","dda0bcc75be228facafa9d242008455b764a0525aad5123c119292f48c9355ba","179","1535759802","recover_26981739883/sweep-paper-consolidated.zip","sweep-paper-consolidated/benchmark/results/custom4/ql_false/qtable_final_stereotypes_true_custom4.csv","Ignored local root was present and hashable during this refresh.","Exact command, code state, and artifact identity are NOT FOUND.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs tmp_paper_results"
"S0R2-TH-018","2026-06-17T06:51:11.3582240Z","tmp_step0_h5","ignored_result_root","ignored","DIRECT","LOCAL_GENERATED","HASHED_CURRENT","TREE-SHA256-V1","c357315f3abd4d401640c3867f8f5c1c4fc495a2644204a351a7cb9797adf6f4","18","3328273","seed1/bench_step_log_ql_false.csv","seed3/benchmark_results_rule_based.csv","Ignored local Step 0 output root was present and hashable during this refresh.","Exact command and code state are not linked.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs tmp_step0_h5"
"S0R2-TH-019","2026-06-17T06:51:11.3582240Z","tmp_step0_optB","ignored_result_root","ignored","DIRECT","LOCAL_GENERATED","HASHED_CURRENT","TREE-SHA256-V1","b9954c2792e3b8364254b3f2ecb8b4ba3f783f5bd99d455857a9db9ff8a95577","32","4755449","between_seed1/bench_step_log_ql_false.csv","within_seed7_rep3/benchmark_results_rule_based.csv","Ignored local Step 0 output root was present and hashable during this refresh.","Exact command and code state are not linked.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs tmp_step0_optB"
"S0R2-TH-020","2026-06-17T06:51:11.3582240Z","tmp_step0_probeA_v3","ignored_result_root","ignored","DIRECT","LOCAL_GENERATED","HASHED_CURRENT","TREE-SHA256-V1","d33f1fe9694c0622ddf241037f5a319ba4aa0796ab52f5db578a75976db184a5","17","2343586","h5_deltas.txt","verdict.txt","Ignored local Step 0 output root was present and hashable during this refresh.","Exact command and code state are not linked.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs tmp_step0_probeA_v3"
"S0R2-TH-021","2026-06-17T06:51:11.3582240Z","tmp_step0_rep","ignored_result_root","ignored","DIRECT","LOCAL_GENERATED","HASHED_CURRENT","TREE-SHA256-V1","7b31cce1ee1457e1b50cc8515fc2d9eaac62276d4b91393fa09cb1104ede68bd","4","807598","runA/bench_step_log_ql_true.csv","runB/benchmark_results_ql_true.csv","Ignored local Step 0 output root was present and hashable during this refresh.","Exact command and code state are not linked.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs tmp_step0_rep"
"S0R2-TH-022","2026-06-17T06:51:11.3582240Z","tmp_step0_rep_v2","ignored_result_root","ignored","DIRECT","LOCAL_GENERATED","HASHED_CURRENT","TREE-SHA256-V1","391beac4397d612516b99783a09daec18017ef29c1684362c84a5118491e034b","4","807585","runA/bench_step_log_ql_true.csv","runB/benchmark_results_ql_true.csv","Ignored local Step 0 output root was present and hashable during this refresh.","Exact command and code state are not linked.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs tmp_step0_rep_v2"
"S0R2-TH-023","2026-06-17T06:51:11.3582240Z","tmp_step2_validation","ignored_result_root","ignored","DIRECT","LOCAL_GENERATED","HASHED_CURRENT","TREE-SHA256-V1","fc2ac3983c5e30a88b5466c0e8015bc2666de7e45797a83862f5c5e775f95c42","7","1116977","2026-06-03_1526/bench_step_log_ql_false.csv","2026-06-03_1526/run_full_project.log","Ignored local Step 2 validation output root was present and hashable during this refresh.","Exact command and code state are not linked.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs tmp_step2_validation"
"S0R2-TH-024","2026-06-17T06:51:11.3582240Z",".node-red-lab1","runtime_directory","untracked","DIRECT","LOCAL_GENERATED","HASHED_CURRENT_RUNTIME_DIRECTORY","TREE-SHA256-V1","9563c2c8e0f1c5c0e2bc6e0524fba6ea7697c6a82d37c527daa3a32b9fdb4467","5","42738",".config.nodes.json","settings.js","Untracked Node-RED runtime directory present in worktree.","Runtime directory, not a manuscript result source.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs .node-red-lab1"
"S0R2-TH-025","2026-06-17T06:51:11.3582240Z",".node-red-lab2","runtime_directory","untracked","DIRECT","LOCAL_GENERATED","HASHED_CURRENT_RUNTIME_DIRECTORY","TREE-SHA256-V1","cb614894c8e5dc136747b34000ab8cd089c0de774812c91203b4852724a08522","5","42738",".config.nodes.json","settings.js","Untracked Node-RED runtime directory present in worktree.","Runtime directory, not a manuscript result source.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs .node-red-lab2"
"S0R2-TH-026","2026-06-17T06:51:11.3582240Z",".node-red-lab2_f1dead","runtime_directory","untracked","DIRECT","LOCAL_GENERATED","HASHED_CURRENT_RUNTIME_DIRECTORY","TREE-SHA256-V1","816d94907ce10ad55ebdf5b062e0fe7deb848a81fb90a84e1d3f75ae58b476af","5","42738",".config.nodes.json","settings.js","Untracked Node-RED runtime directory present in worktree.","Runtime directory, not a manuscript result source.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs .node-red-lab2_f1dead"
"S0R2-TH-027","2026-06-17T06:51:11.3582240Z",".node-red-lab2_slow","runtime_directory","untracked","DIRECT","LOCAL_GENERATED","HASHED_CURRENT_RUNTIME_DIRECTORY","TREE-SHA256-V1","c9edabed97512e512aa8b8e8db5e18b852ad9e5451217014345c8f2ebb881e38","5","42738",".config.nodes.json","settings.js","Untracked Phase 3 slow-lab Node-RED runtime directory present in worktree.","Runtime directory, not a manuscript result source.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs .node-red-lab2_slow"
"S0R2-TH-028","2026-06-17T06:51:11.3582240Z",".node-red-lab3","runtime_directory","untracked","DIRECT","LOCAL_GENERATED","HASHED_CURRENT_RUNTIME_DIRECTORY","TREE-SHA256-V1","3869fc9aa1bf6a0e250b5c9bfe630df102aab9aee670cc13b943454b4d39124a","5","42738",".config.nodes.json","settings.js","Untracked Node-RED runtime directory present in worktree.","Runtime directory, not a manuscript result source.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs .node-red-lab3"
"S0R2-TH-029","2026-06-17T06:51:11.3582240Z",".node-red-lab3_slow","runtime_directory","untracked","DIRECT","LOCAL_GENERATED","HASHED_CURRENT_RUNTIME_DIRECTORY","TREE-SHA256-V1","fbc19a2f6133a9cb229ca0d61e5591cd265aef5808c672cb9475d59238934d7d","5","42738",".config.nodes.json","settings.js","Untracked Phase 3 slow-lab Node-RED runtime directory present in worktree.","Runtime directory, not a manuscript result source.","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\TREE_SHA256_V1.mjs .node-red-lab3_slow"

