source_id,stage,product_scope,evidence_label,source_type,provenance_class,verification_status,ref_or_run,path,locator,hash_algorithm,content_hash,file_count,byte_count,observed_at_utc,description,limitations
SRC-0018,0,AUDIT_HISTORY,DIRECT,pivot_document,DOCUMENTATION,HASHED,local,THESIS_PIVOT_MASTER.md,local-sha256:530c856971c8250db4c27f312468a424c24d77f285004594b6d68d9f243b8029:THESIS_PIVOT_MASTER.md,SHA256,530c856971c8250db4c27f312468a424c24d77f285004594b6d68d9f243b8029,1,6825,2026-06-15T11:14:16.7677252Z,Untracked master pivot document,Mutable and not committed
SRC-0019,0,AUDIT_HISTORY,DIRECT,local_instruction,DOCUMENTATION,HASHED,local,.github/prompts,local-tree-sha256:0308f125673ee8523dbc6f9c39b5b1080b63143d09e87e8dfe4856dffb7b1953:.github/prompts,TREE-SHA256-V1,0308f125673ee8523dbc6f9c39b5b1080b63143d09e87e8dfe4856dffb7b1953,1,10196,2026-06-15T11:14:16.7677252Z,Untracked Phase 1 impact-analysis prompt,Instructional content only
SRC-0020,0,AUDIT_HISTORY,DIRECT,local_runtime_directory,LOCAL_GENERATED,HASHED,local,.node-red-lab1,local-tree-sha256:9563c2c8e0f1c5c0e2bc6e0524fba6ea7697c6a82d37c527daa3a32b9fdb4467:.node-red-lab1,TREE-SHA256-V1,9563c2c8e0f1c5c0e2bc6e0524fba6ea7697c6a82d37c527daa3a32b9fdb4467,5,42738,2026-06-15T11:14:16.7677252Z,Untracked Node-RED user directory for lab1,Runtime/configuration state and not a result bundle
SRC-0021,0,AUDIT_HISTORY,DIRECT,local_runtime_directory,LOCAL_GENERATED,HASHED,local,.node-red-lab2,local-tree-sha256:cb614894c8e5dc136747b34000ab8cd089c0de774812c91203b4852724a08522:.node-red-lab2,TREE-SHA256-V1,cb614894c8e5dc136747b34000ab8cd089c0de774812c91203b4852724a08522,5,42738,2026-06-15T11:14:16.7677252Z,Untracked Node-RED user directory for lab2,Runtime/configuration state and not a result bundle
SRC-0022,0,AUDIT_HISTORY,DIRECT,local_runtime_directory,LOCAL_GENERATED,HASHED,local,.node-red-lab2_f1dead,local-tree-sha256:816d94907ce10ad55ebdf5b062e0fe7deb848a81fb90a84e1d3f75ae58b476af:.node-red-lab2_f1dead,TREE-SHA256-V1,816d94907ce10ad55ebdf5b062e0fe7deb848a81fb90a84e1d3f75ae58b476af,5,42738,2026-06-15T11:14:16.7677252Z,Untracked Node-RED user directory for lab2_f1dead,Runtime/configuration state and not a result bundle
SRC-0023,0,AUDIT_HISTORY,DIRECT,local_runtime_directory,LOCAL_GENERATED,HASHED,local,.node-red-lab3,local-tree-sha256:3869fc9aa1bf6a0e250b5c9bfe630df102aab9aee670cc13b943454b4d39124a:.node-red-lab3,TREE-SHA256-V1,3869fc9aa1bf6a0e250b5c9bfe630df102aab9aee670cc13b943454b4d39124a,5,42738,2026-06-15T11:14:16.7677252Z,Untracked Node-RED user directory for lab3,Runtime/configuration state and not a result bundle
SRC-0024,0,AUDIT_HISTORY,DIRECT,analysis_code,LOCAL_GENERATED,HASHED,local,analysis/custom9_rediagnose.py,local-sha256:a2c9f9f5184833507f723c1e373b3b6306334ad9a7e66039df832a3931141895:analysis/custom9_rediagnose.py,SHA256,a2c9f9f5184833507f723c1e373b3b6306334ad9a7e66039df832a3931141895,1,7274,2026-06-15T11:14:16.7677252Z,Untracked analysis script,Must not support derived evidence without exact command and input hashes
SRC-0025,0,AUDIT_HISTORY,DIRECT,analysis_code,LOCAL_GENERATED,HASHED,local,analysis/demo_decision_explainer.py,local-sha256:947c2071f97bda60ebbc83ff4a845e51be36063a17fccae84161181a1c7b26f4:analysis/demo_decision_explainer.py,SHA256,947c2071f97bda60ebbc83ff4a845e51be36063a17fccae84161181a1c7b26f4,1,13364,2026-06-15T11:14:16.7677252Z,Untracked demo analysis script,Demo-oriented and not yet classified as scientific analysis
SRC-0026,0,AUDIT_HISTORY,DIRECT,demo_trace,LOCAL_GENERATED,HASHED,local,dashboard/public/demo-traces/custom9-ql-true-demo.jsonl,local-sha256:1c2029ea8809928cd669889a0a5d1eafd7ad9ccd09b86e26818b58bd0629f9dc:dashboard/public/demo-traces/custom9-ql-true-demo.jsonl,SHA256,1c2029ea8809928cd669889a0a5d1eafd7ad9ccd09b86e26818b58bd0629f9dc,1,709032,2026-06-15T11:14:16.7677252Z,Untracked dashboard demo trace,Generation run and command not established
SRC-0027,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/DEMO_GUIDE.md,local-sha256:8188ccecb7f419a6318d24a2335336b02c15a1f6b653092e94e3f4fad458141b:docs/DEMO_GUIDE.md,SHA256,8188ccecb7f419a6318d24a2335336b02c15a1f6b653092e94e3f4fad458141b,1,7205,2026-06-15T11:14:16.7677252Z,Untracked demo guide,Documentation claims require primary verification
SRC-0028,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/custom9_rediagnosis.md,local-sha256:918e9ccfed8a2d252c6cfc1feb89d90afa4e9a97455ba57bf1acc5efc258ab81:docs/custom9_rediagnosis.md,SHA256,918e9ccfed8a2d252c6cfc1feb89d90afa4e9a97455ba57bf1acc5efc258ab81,1,5237,2026-06-15T11:14:16.7677252Z,Untracked custom9 diagnosis,Contains interpretations not audited in Stage 0
SRC-0029,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/demo_walkthrough_custom9.md,local-sha256:7d3acf9b625bf670929b8d8ee62cc86f09012f10b59356a875b0abd97ff0c98e:docs/demo_walkthrough_custom9.md,SHA256,7d3acf9b625bf670929b8d8ee62cc86f09012f10b59356a875b0abd97ff0c98e,1,1887,2026-06-15T11:14:16.7677252Z,Untracked custom9 walkthrough,Demo evidence only until verified
SRC-0030,0,MANUSCRIPT_EVIDENCE,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/paper_results_section.md,local-sha256:51ee44279a13f307de1795cf36a6956e1ede55505ca2a5f834f7090b2e648f2f:docs/paper_results_section.md,SHA256,51ee44279a13f307de1795cf36a6956e1ede55505ca2a5f834f7090b2e648f2f,1,3671,2026-06-15T11:14:16.7677252Z,Untracked draft result notes,Not authoritative and not audited
SRC-0031,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/phase1_results_n10.md,local-sha256:7b2c076b3bfa38c9768d35ee3af0b8deda2c18d67c96222d208adca99dae2ed6:docs/phase1_results_n10.md,SHA256,7b2c076b3bfa38c9768d35ee3af0b8deda2c18d67c96222d208adca99dae2ed6,1,36585,2026-06-15T11:14:16.7677252Z,Untracked Phase 1 n10 analysis notes,Contains several experiment generations and supersession statements
SRC-0032,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/phase1_xzone_ablation_analysis.md,local-sha256:73f41fd387861f2e6b6355354553c2f671554f7329d32197da3ea83b9474117a:docs/phase1_xzone_ablation_analysis.md,SHA256,73f41fd387861f2e6b6355354553c2f671554f7329d32197da3ea83b9474117a,1,15567,2026-06-15T11:14:16.7677252Z,Untracked Phase 1 ablation analysis notes,Primary values not audited in Stage 0
SRC-0033,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/phase1_xzone_asis_analysis.md,local-sha256:506eff74d0e477d5231914b18c48475c13262d80660ab88fd1819b750866eb5d:docs/phase1_xzone_asis_analysis.md,SHA256,506eff74d0e477d5231914b18c48475c13262d80660ab88fd1819b750866eb5d,1,14763,2026-06-15T11:14:16.7677252Z,Untracked Phase 1 as-is analysis notes,Primary values not audited in Stage 0
SRC-0034,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/phase1_xzone_bumped_analysis.md,local-sha256:f4ee2296fe49babef08f644fade80079eaf53142bb962b9e084508bed744839b:docs/phase1_xzone_bumped_analysis.md,SHA256,f4ee2296fe49babef08f644fade80079eaf53142bb962b9e084508bed744839b,1,20034,2026-06-15T11:14:16.7677252Z,Untracked Phase 1 bumped analysis notes,Primary values not audited in Stage 0
SRC-0035,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/phase1_xzone_replication_s11_20_analysis.md,local-sha256:b483f623a79bca9655131561d75cadabc7a107eba899bb923eb0a41e3349599b:docs/phase1_xzone_replication_s11_20_analysis.md,SHA256,b483f623a79bca9655131561d75cadabc7a107eba899bb923eb0a41e3349599b,1,18235,2026-06-15T11:14:16.7677252Z,Untracked Phase 1 replication analysis notes,Primary values not audited in Stage 0
SRC-0036,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/simple_labs_design.md,local-sha256:3931d2d385202b90310dd32717f2a70b553b91db51cbcf3a563a54881fa2bf6f:docs/simple_labs_design.md,SHA256,3931d2d385202b90310dd32717f2a70b553b91db51cbcf3a563a54881fa2bf6f,1,19799,2026-06-15T11:14:16.7677252Z,Untracked simple-lab design notes,Contains retracted and exploratory material requiring chronology audit
SRC-0037,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/thesis_meeting_2026-06-08 - Copy.md,local-sha256:bf13f8a25ac258f01c1faa2502d6ce265491f9fcd4ba60a0010dc286973df5f0:docs/thesis_meeting_2026-06-08 - Copy.md,SHA256,bf13f8a25ac258f01c1faa2502d6ce265491f9fcd4ba60a0010dc286973df5f0,1,23066,2026-06-15T11:14:16.7677252Z,Untracked duplicate meeting brief,Relationship to canonical copy not established
SRC-0038,0,AUDIT_HISTORY,DIRECT,documentation_bundle,DOCUMENTATION,HASHED,local,docs/thesis_meeting_2026-06-08.md,local-sha256:fa5c126c04ae1d2c12722aedf9f7c6d0d7ca0c24676809db82705dee6bc02f53:docs/thesis_meeting_2026-06-08.md,SHA256,fa5c126c04ae1d2c12722aedf9f7c6d0d7ca0c24676809db82705dee6bc02f53,1,27320,2026-06-15T11:14:16.7677252Z,Untracked June 8 meeting brief,Primary values and assertions not audited in Stage 0
SRC-R001,0,AUDIT_HISTORY,DIRECT,result_root,LOCAL_GENERATED,HASHED,local,analysis/out_full,local-tree-sha256:4e29a5214ea3d152e7e09dd859a7dffe4d4fbc86f836f29edc8a3dda21d4854d:analysis/out_full,TREE-SHA256-V1,4e29a5214ea3d152e7e09dd859a7dffe4d4fbc86f836f29edc8a3dda21d4854d,2,70,2026-06-15T11:14:16.7677252Z,Untracked local analysis output root,summary_table.csv is zero bytes and generation command is unknown
SRC-R002,0,AUDIT_HISTORY,DIRECT,result_root,LOCAL_GENERATED,HASHED,local,analysis/out_kg_only,local-tree-sha256:4e29a5214ea3d152e7e09dd859a7dffe4d4fbc86f836f29edc8a3dda21d4854d:analysis/out_kg_only,TREE-SHA256-V1,4e29a5214ea3d152e7e09dd859a7dffe4d4fbc86f836f29edc8a3dda21d4854d,2,70,2026-06-15T11:14:16.7677252Z,Untracked local analysis output root,summary_table.csv is zero bytes and generation command is unknown
SRC-R003,0,AUDIT_HISTORY,SUPERSEDED,result_root,LOCAL_GENERATED,SUPERSEDED_PATH_SEPARATOR_ERROR,local,benchmark/results_full_seed1,local-tree-sha256:0fe50d3c2ec8c7c17b376dc0433b359e89c8b0fe970d890383989186253b2bdf:benchmark/results_full_seed1,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,0fe50d3c2ec8c7c17b376dc0433b359e89c8b0fe970d890383989186253b2bdf,1398,3436890371,2026-06-15T11:14:16.7677252Z,Untracked accumulated local benchmark root across multiple profiles and dates,Superseded by SRC-R003-R1 because native Windows separators were hashed contrary to protocol
SRC-R004,0,AUDIT_HISTORY,SUPERSEDED,result_root,ACTIONS_DERIVED,SUPERSEDED_PATH_SEPARATOR_ERROR,GitHub Actions run 27440842780,phase1_xzone_asis,local-tree-sha256:0e54b0543d7e1cb48ee72f5a6ed66f6a4906e826b812595c4a985ad5f5f4d1ac:phase1_xzone_asis,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,0e54b0543d7e1cb48ee72f5a6ed66f6a4906e826b812595c4a985ad5f5f4d1ac,2520,50096910,2026-06-15T11:14:16.7677252Z,Untracked extracted Phase 1 as-is Actions result root,Superseded by SRC-R004-R1 because native Windows separators were hashed contrary to protocol
SRC-R005,0,AUDIT_HISTORY,SUPERSEDED,result_root,ACTIONS_DERIVED,SUPERSEDED_PATH_SEPARATOR_ERROR,GitHub Actions run 27461188614,phase1_xzone_bumped,local-tree-sha256:17c05e68410b785ecd0161012dd4c1679c6b90604a4f372d810f8ba63389e5a1:phase1_xzone_bumped,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,17c05e68410b785ecd0161012dd4c1679c6b90604a4f372d810f8ba63389e5a1,2520,50004016,2026-06-15T11:14:16.7677252Z,Untracked extracted Phase 1 bumped Actions result root,Superseded by SRC-R005-R1 because native Windows separators were hashed contrary to protocol
SRC-R006,0,AUDIT_HISTORY,SUPERSEDED,result_root,ACTIONS_DERIVED,SUPERSEDED_PATH_SEPARATOR_ERROR,GitHub Actions run 27462446044,phase1_xzone_bumped_s11_20,local-tree-sha256:c9578d7c9a91163519674d6a14f1baf234bd9ee8da7d761b2cbf4b0d4c969d25:phase1_xzone_bumped_s11_20,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,c9578d7c9a91163519674d6a14f1baf234bd9ee8da7d761b2cbf4b0d4c969d25,2474,49213186,2026-06-15T11:14:16.7677252Z,Untracked extracted Phase 1 seeds 11-20 replication root,Superseded by SRC-R006-R1 because native Windows separators were hashed contrary to protocol
SRC-R007,0,AUDIT_HISTORY,SUPERSEDED,result_root,ACTIONS_DERIVED,SUPERSEDED_PATH_SEPARATOR_ERROR,GitHub Actions run 27464846574,phase1_xzone_ablation,local-tree-sha256:d342d63e92f66b89c7c226641eb7bdbc33f4a0ea97dbe284f887a3f471a10dd8:phase1_xzone_ablation,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,d342d63e92f66b89c7c226641eb7bdbc33f4a0ea97dbe284f887a3f471a10dd8,2520,50690039,2026-06-15T11:14:16.7677252Z,Untracked extracted Phase 1 ablation root,Superseded by SRC-R007-R1 because native Windows separators were hashed contrary to protocol
SRC-R008,0,AUDIT_HISTORY,SUPERSEDED,result_root,ACTIONS_DERIVED,SUPERSEDED_PATH_SEPARATOR_ERROR,GitHub Actions run 27470382799,phase2_results,local-tree-sha256:14e0d6b9bcf1bddaa8494fea2a4beb11fb28831365aad575e19ae29b01d82e66:phase2_results,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,14e0d6b9bcf1bddaa8494fea2a4beb11fb28831365aad575e19ae29b01d82e66,92,12938,2026-06-15T11:14:16.7677252Z,Untracked extracted first Phase 2 Actions result root,Superseded by SRC-R008-R1 because native Windows separators were hashed contrary to protocol
SRC-R009,0,AUDIT_HISTORY,SUPERSEDED,result_root,ACTIONS_DERIVED,SUPERSEDED_PATH_SEPARATOR_ERROR,GitHub Actions run 27499405083,phase2_results_v2,local-tree-sha256:222f72812fc86e4ceb70dbfaacbbf56500e8a1b6c85ea768d6022cbb913fe803:phase2_results_v2,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,222f72812fc86e4ceb70dbfaacbbf56500e8a1b6c85ea768d6022cbb913fe803,182,28532,2026-06-15T11:14:16.7677252Z,Untracked extracted second Phase 2 Actions result root,Superseded by SRC-R009-R1 because native Windows separators were hashed contrary to protocol
SRC-R010,0,AUDIT_HISTORY,SUPERSEDED,result_root,ACTIONS_DERIVED,SUPERSEDED_PATH_SEPARATOR_ERROR,GitHub Actions run 27507087176,phase2_results_v3,local-tree-sha256:c3e9069d8df680faa4a24adbb9cd3371aeb8423c1460876955fd4f02cdd3c9e0:phase2_results_v3,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,c3e9069d8df680faa4a24adbb9cd3371aeb8423c1460876955fd4f02cdd3c9e0,362,9767277,2026-06-15T11:14:16.7677252Z,Untracked extracted third Phase 2 Actions result root,Superseded by SRC-R010-R1 because native Windows separators were hashed contrary to protocol
SRC-R011,0,AUDIT_HISTORY,SUPERSEDED,result_root,ACTIONS_DERIVED,SUPERSEDED_PATH_SEPARATOR_ERROR,GitHub Actions run 27073252484,tmp_sweep18_results,local-tree-sha256:611a04478bf3b357b1dccc1c15ced697a5d0e2d13b03ef7f1878013e51e59dea:tmp_sweep18_results,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,611a04478bf3b357b1dccc1c15ced697a5d0e2d13b03ef7f1878013e51e59dea,1534,9856516039,2026-06-15T11:14:16.7677252Z,Untracked extracted Sweep 18 Actions bundle plus local recomputation outputs,Superseded by SRC-R011-R1 because native Windows separators were hashed contrary to protocol
SRC-R012,0,AUDIT_HISTORY,SUPERSEDED,result_root,ACTIONS_DERIVED,SUPERSEDED_PATH_SEPARATOR_ERROR,GitHub Actions run 27094219403,tmp_sweep_n10_results,local-tree-sha256:cc145fa6326886acfd8df7a97fcfb4b9b40d8111b62a0b0a40adabd187d94800:tmp_sweep_n10_results,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,cc145fa6326886acfd8df7a97fcfb4b9b40d8111b62a0b0a40adabd187d94800,2883,18402357137,2026-06-15T11:14:16.7677252Z,Untracked extracted n10 sweep bundle plus local recomputation outputs,Superseded by SRC-R012-R1 because native Windows separators were hashed contrary to protocol
SRC-I001,0,AUDIT_HISTORY,SUPERSEDED,ignored_result_root,UNKNOWN_PROVENANCE,SUPERSEDED_PATH_SEPARATOR_ERROR,local,tmp_paper_results,local-tree-sha256:82c0783fcdbca510f85c5e0e5ba16666d62df2115f44a10f6d13edd29cccc8d6:tmp_paper_results,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,82c0783fcdbca510f85c5e0e5ba16666d62df2115f44a10f6d13edd29cccc8d6,179,1535759802,2026-06-15T11:14:16.7677252Z,Ignored mixed paper-result recovery directory,Superseded by SRC-I001-R1 because native Windows separators were hashed contrary to protocol
SRC-I002,0,AUDIT_HISTORY,SUPERSEDED,ignored_result_root,LOCAL_GENERATED,SUPERSEDED_PATH_SEPARATOR_ERROR,local,tmp_step0_h5,local-tree-sha256:b35069822387e1be15cfe82cea8cb90054029a74b2bfb1da35a4ae0d3e0ddb38:tmp_step0_h5,TREE-SHA256-V1-LEGACY-NATIVE-PATHS,b35069822387e1be15cfe82cea8cb90054029a74b2bfb1da35a4ae0d3e0ddb38,18,3328273,2026-06-15T11:14:16.7677252Z,Ignored local Step 0 h5 experiment root,Superseded by SRC-I002-R1 because native Windows separators were hashed contrary to protocol
